# microns             throughput              
  5504.000244140626   3.1061988369039536E-10  
  5514.000244140626   2.2369050035235403E-10  
  5524.000244140626   3.5299130949154684E-10  
  5534.000244140626   7.856540588042522E-10   
  5544.000244140626   7.506039154044229E-10   
  5554.000244140626   1.0544157911722624E-9   
  5564.000244140626   7.220681091837136E-10   
  5574.000244140624   5.946043867423931E-10   
  5584.000244140624   4.295539952132164E-10   
  5594.000244140624   4.758918161548172E-10   
  5604.000244140624   8.564699677613025E-10   
  5614.000244140624   8.579387911108482E-10   
  5624.000244140624   5.058732802384552E-10   
  5634.000244140624   3.4222569031746716E-11  
  5644.000244140624   2.275014471358387E-11   
  5654.000244140624   1.202504749898222E-10   
  5664.000244140624   6.027011474946995E-10   
  5674.000244140624   6.065753990084729E-10   
  5684.000244140625   9.761734151701066E-10   
  5694.000244140625   8.266448108422155E-10   
  5704.000244140625   7.75717790233312E-10    
  5714.000244140625   4.694652629935433E-10   
  5724.000244140625   1.241190027411011E-9    
  5734.000244140625   1.965195691652813E-9    
  5744.000244140625   1.8367609731140322E-9   
  5754.000244140625   1.7458750868520869E-9   
  5764.000244140625   1.7899927919423745E-9   
  5774.000244140625   2.8644623491934267E-9   
  5784.000244140625   1.6732964011617488E-9   
  5794.000244140625   2.0038525594891458E-9   
  5804.000244140625   2.000900296691869E-9    
  5814.000244140625   2.5098904371635338E-9   
  5824.000244140625   1.338640706153586E-9    
  5834.000244140625   2.6883718143854915E-9   
  5844.000244140625   6.5155401280194976E-9   
  5854.000244140625   6.524555077666699E-9    
  5864.000244140625   5.142389492251884E-9    
  5874.000244140625   2.9394460303840543E-9   
  5884.000244140625   3.2854355846287823E-9   
  5894.000244140625   2.4174804968652568E-9   
  5904.000244140625   6.1481505592017464E-9   
  5914.000244140625   6.340704214423432E-9    
  5924.000244140625   7.906064871140574E-9    
  5934.000244140625   7.265367739129016E-9    
  5944.000244140625   7.007729695637072E-9    
  5954.000244140625   7.0072776666490905E-9   
  5964.000244140625   3.719335193016372E-9    
  5974.000244140625   6.33897717865221E-9     
  5984.000244140625   9.179032469134309E-9    
  5994.000244140625   9.738377733017002E-9    
  6004.000244140625   1.6037601058753494E-8   
  6014.000244140625   1.2285289201501406E-8   
  6024.000244140625   8.712158768127447E-9    
  6034.000244140625   8.646030862473259E-9    
  6044.000244140625   8.785299009309833E-9    
  6054.000244140625   8.213070089563642E-9    
  6064.000244140625   8.175957556365173E-9    
  6074.000244140625   9.600443899591486E-9    
  6084.000244140625   1.0537872748697596E-8   
  6094.000244140625   1.3116207178528889E-8   
  6104.000244140625   1.5686299664580815E-8   
  6114.000244140625   1.5516945697121203E-8   
  6124.000244140625   1.0456890814518895E-8   
  6134.000244140625   1.1164643868321864E-8   
  6144.000244140625   8.742098440617293E-9    
  6154.000244140625   1.140072195429322E-8    
  6164.000244140625   1.0376035542016978E-8   
  6174.000244140625   1.0941763838959362E-8   
  6184.000244140625   1.1566072510399342E-8   
  6194.000244140625   8.676490202846664E-9    
  6204.000244140625   9.858411377132023E-9    
  6214.000244140625   1.2965351529290421E-8   
  6224.000244140625   1.652617901860336E-8    
  6234.000244140625   1.579938704480204E-8    
  6244.000244140625   9.416282570187708E-9    
  6254.000244140625   8.357721271128584E-9    
  6264.000244140625   1.1006701864953039E-8   
  6274.000244140625   1.3233205288762956E-8   
  6284.000244140625   9.789976015484322E-9    
  6294.000244140625   6.093735514701341E-9    
  6304.000244140625   1.5875924297282434E-8   
  6314.000244140625   2.3920628843133472E-8   
  6324.000244140625   2.5962073500415943E-8   
  6334.000244140625   2.479040903155394E-8    
  6344.000244140625   2.7630921692026996E-8   
  6354.000244140625   2.9741973626967783E-8   
  6364.000244140625   2.724478942531268E-8    
  6374.000244140625   3.2605813227933434E-8   
  6384.000244140625   2.9768732634919394E-8   
  6394.000244140625   2.465928401031298E-8    
  6404.000244140625   2.170187596212682E-8    
  6414.000244140625   2.356154228474336E-8    
  6424.000244140625   2.8739801521837802E-8   
  6434.000244140625   2.6806377703202736E-8   
  6444.000244140625   2.9929279157352274E-8   
  6454.000244140625   3.832511892560386E-8    
  6464.000244140625   3.7701758291644136E-8   
  6474.000244140625   4.355689292127429E-8    
  6484.000244140625   4.4721106397257666E-8   
  6494.000244140625   4.275968808592276E-8    
  6504.000244140625   4.155419253530402E-8    
  6514.000244140625   3.8338213595116065E-8   
  6524.000244140625   4.079475284796639E-8    
  6534.000244140625   5.040079389488175E-8    
  6544.000244140625   4.8903896355493394E-8   
  6554.000244140625   4.414798032193707E-8    
  6564.000244140625   3.1150685116148256E-8   
  6574.000244140625   3.969870008722713E-8    
  6584.000244140625   5.009088060346603E-8    
  6594.000244140625   4.7296104016509045E-8   
  6604.000244140625   3.5570085168326686E-8   
  6614.000244140625   4.4399618171801216E-8   
  6624.000244140625   4.321049219585322E-8    
  6634.000244140625   3.753874539851517E-8    
  6644.000244140625   3.373523381035547E-8    
  6654.000244140625   2.499329671363512E-8    
  6664.000244140625   2.880267149446928E-8    
  6674.000244140625   2.7819635821580507E-8   
  6684.000244140625   2.788286621529119E-8    
  6694.000244140625   2.378828637467962E-8    
  6704.000244140625   2.327611904027594E-8    
  6714.000244140626   2.762664681265546E-8    
  6724.000244140626   3.1598485464016946E-8   
  6734.000244140626   3.1751336296527017E-8   
  6744.000244140626   3.586562001045229E-8    
  6754.000244140626   3.597158376240688E-8    
  6764.000244140626   3.761455509241922E-8    
  6774.000244140626   3.16076476548352E-8     
  6784.000244140626   3.619312151663874E-8    
  6794.000244140626   3.958389773700792E-8    
  6804.000244140626   2.782477676279155E-8    
  6814.000244140626   3.103164927778806E-8    
  6824.000244140624   2.9911494169607946E-8   
  6834.000244140624   3.6092217552941655E-8   
  6844.000244140624   4.028262710820454E-8    
  6854.000244140624   4.013058222108428E-8    
  6864.000244140624   4.4563327003527775E-8   
  6874.000244140624   4.3366792438557853E-8   
  6884.000244140624   5.173141939152856E-8    
  6894.000244140624   5.913557295038001E-8    
  6904.000244140624   4.3007822805584555E-8   
  6914.000244140624   3.6672717016575044E-8   
  6924.000244140624   3.5692483103389885E-8   
  6934.000244140625   3.762395259939998E-8    
  6944.000244140625   2.1093333854503433E-8   
  6954.000244140625   1.948796831552064E-8    
  6964.000244140625   1.5717353550442638E-8   
  6974.000244140625   2.4866462549358015E-8   
  6984.000244140625   3.499289808087059E-8    
  6994.000244140625   4.7131308932728295E-8   
  7004.000244140625   4.609408364525388E-8    
  7014.000244140625   4.9885769205879606E-8   
  7024.000244140625   4.641768845781263E-8    
  7034.000244140625   3.041918446150172E-8    
  7044.000244140625   4.2500242719567096E-8   
  7054.000244140625   4.6058898964216756E-8   
  7064.000244140625   4.693234396304367E-8    
  7074.000244140625   4.622186058924295E-8    
  7084.000244140625   5.3911706175764246E-8   
  7094.000244140625   6.684569978083254E-8    
  7104.000244140625   5.712768254476799E-8    
  7114.000244140625   3.6802682218845434E-8   
  7124.000244140625   4.950279247823457E-8    
  7134.000244140625   4.9548943021924476E-8   
  7144.000244140625   3.768518037835179E-8    
  7154.000244140625   4.4438103324110904E-8   
  7164.000244140625   4.456658598940681E-8    
  7174.000244140625   4.0600512437505975E-8   
  7184.000244140625   3.566675295401815E-8    
  7194.000244140625   3.9820934397798385E-8   
  7204.000244140625   3.1273862893368483E-8   
  7214.000244140625   3.5613727984388445E-8   
  7224.000244140625   3.655642853549635E-8    
  7234.000244140625   3.336685084225437E-8    
  7244.000244140625   2.3922762274407595E-8   
  7254.000244140625   1.8600718094223242E-8   
  7264.000244140625   2.790200105534879E-8    
  7274.000244140625   2.996627297494979E-8    
  7284.000244140625   3.5407585268533094E-8   
  7294.000244140625   3.8948511909247524E-8   
  7304.000244140625   4.677882416913955E-8    
  7314.000244140625   4.797574690720871E-8    
  7324.000244140625   4.807646171075674E-8    
  7334.000244140625   5.2511212844676946E-8   
