# microns              throughput              
  5507.8997802734375   1.2477017817643674E-9   
  5517.8997802734375   1.6349011787111878E-9   
  5527.8997802734375   1.89296167402396E-10    
  5537.8997802734375   1.0311255156554884E-9   
  5547.8997802734375   1.4255593734586478E-9   
  5557.8997802734375   1.040653444986373E-9    
  5567.8997802734375   1.1326587100825956E-9   
  5577.8997802734375   2.741266421598868E-10   
  5587.8997802734375   1.4967155876246849E-9   
  5597.8997802734375   1.52584661907194E-9     
  5607.8997802734375   6.628226585968208E-11   
  5617.8997802734375   5.444676580310284E-10   
  5627.8997802734375   9.56806999779974E-10    
  5637.8997802734375   1.5013622437200998E-9   
  5647.8997802734375   4.3268195589748375E-10  
  5657.8997802734375   2.3844279043185296E-9   
  5667.8997802734375   2.158050436425732E-10   
  5677.8997802734375   3.509196903706014E-9    
  5687.8997802734375   1.7631497846869231E-9   
  5697.8997802734375   1.5079422785185992E-9   
  5707.8997802734375   2.921171559340556E-9    
  5717.8997802734375   1.0579141175137472E-9   
  5727.8997802734375   1.0418497721296585E-9   
  5737.8997802734375   2.3692049602202726E-9   
  5747.8997802734375   1.3909374972676384E-9   
  5757.8997802734375   1.63004766166205E-9     
  5767.8997802734375   6.19634051718305E-10    
  5777.8997802734375   4.948715263685446E-9    
  5787.8997802734375   3.665095118551722E-9    
  5797.8997802734375   3.2821426447542336E-9   
  5807.8997802734375   2.261628133753266E-9    
  5817.8997802734375   3.601097393914326E-10   
  5827.8997802734375   3.0809223771612965E-9   
  5837.8997802734375   6.20610483452232E-9     
  5847.8997802734375   4.726918896556461E-9    
  5857.8997802734375   1.0292424141331335E-8   
  5867.8997802734375   4.297158588699683E-9    
  5877.8997802734375   5.754194026724069E-9    
  5887.8997802734375   2.943952885584903E-9    
  5897.8997802734375   8.788848401428999E-9    
  5907.8997802734375   3.9112564650095723E-10  
  5917.8997802734375   8.051709581561074E-9    
  5927.8997802734375   1.0015699419995303E-8   
  5937.8997802734375   1.6155456700861713E-8   
  5947.8997802734375   1.0071102802129222E-8   
  5957.8997802734375   1.2041537129575463E-8   
  5967.8997802734375   3.17983585332572E-8     
  5977.8997802734375   4.1029048352361635E-9   
  5987.8997802734375   7.534415083518019E-9    
  5997.8997802734375   3.775768037301891E-9    
  6007.899780273438    1.3084006547848117E-8   
  6017.899780273438    1.3701964337653218E-8   
  6027.899780273438    1.8641625116207096E-8   
  6037.899780273438    3.2548123090343235E-8   
  6047.899780273438    4.289019888502611E-9    
  6057.899780273438    8.298323677268393E-9    
  6067.899780273438    1.60431537212267E-8     
  6077.899780273438    6.931166515144355E-9    
  6087.899780273438    8.9999694130235E-9      
  6097.899780273438    5.144278639345265E-9    
  6107.899780273438    7.868398706644147E-9    
  6117.899780273437    6.033780867090971E-9    
  6127.899780273437    1.370428267327188E-8    
  6137.899780273437    1.943350841462304E-8    
  6147.899780273437    6.2749137167099985E-9   
  6157.899780273437    1.6588005392540367E-8   
  6167.899780273437    2.3216831279156696E-8   
  6177.899780273437    1.7002404037813935E-8   
  6187.899780273437    1.4039870451900447E-8   
  6197.899780273437    1.9648913160239034E-8   
  6207.899780273437    1.9985041130789374E-8   
  6217.899780273437    2.1196940548922933E-8   
  6227.8997802734375   1.5165787096407933E-8   
  6237.8997802734375   2.1103928911283035E-8   
  6247.8997802734375   1.4489563589642695E-8   
  6257.8997802734375   9.751938378818122E-9    
  6267.8997802734375   3.443573486192067E-8    
  6277.8997802734375   1.3148717243102393E-9   
  6287.8997802734375   1.381311816892441E-8    
