# microns              throughput             
  5505.4998779296875   1.0883525334825567E-9  
  5515.4998779296875   9.748091890415574E-10  
  5525.4998779296875   1.9919374897945435E-9  
  5535.4998779296875   2.377787555493523E-9   
  5545.4998779296875   1.0902560049614259E-9  
  5555.4998779296875   2.508507128500659E-9   
  5565.4998779296875   2.6272609846947534E-9  
  5575.4998779296875   3.7352007342350545E-9  
  5585.4998779296875   2.205055387728679E-9   
  5595.4998779296875   1.5720784808742468E-9  
  5605.4998779296875   7.087587766078149E-10  
  5615.4998779296875   4.046388769690647E-9   
  5625.4998779296875   4.662585439997458E-9   
  5635.4998779296875   3.6819234207547067E-9  
  5645.4998779296875   3.7686039645806705E-9  
  5655.4998779296875   1.8753017958998494E-9  
  5665.4998779296875   2.727436885373019E-9   
  5675.4998779296875   3.090155733226391E-9   
  5685.4998779296875   3.4209488280677543E-9  
  5695.4998779296875   3.0384736839819743E-9  
  5705.4998779296875   1.2850997826140135E-9  
  5715.4998779296875   2.603151348100494E-9   
  5725.4998779296875   3.550569140867881E-9   
  5735.4998779296875   6.678545554685635E-9   
  5745.4998779296875   4.117459335053307E-9   
  5755.4998779296875   2.6915768897392093E-9  
  5765.4998779296875   3.917781485353407E-9   
  5775.4998779296875   1.3325873746724431E-9  
  5785.4998779296875   2.8784537371980996E-9  
  5795.4998779296875   3.425535326990855E-9   
  5805.4998779296875   8.527615672450459E-9   
  5815.4998779296875   3.5915515820765423E-9  
  5825.4998779296875   1.0538279346499784E-8  
  5835.4998779296875   8.89278582188654E-9    
  5845.4998779296875   7.586126752194827E-9   
  5855.4998779296875   5.600342650268296E-9   
  5865.4998779296875   1.4672168618406338E-8  
  5875.4998779296875   1.1820691693948049E-8  
  5885.4998779296875   9.672317812780138E-9   
  5895.4998779296875   2.6995049324000268E-9  
  5905.4998779296875   2.9448880474528768E-9  
  5915.4998779296875   1.463833062160776E-8   
  5925.4998779296875   1.0825099483802625E-8  
  5935.4998779296875   8.366305035822327E-9   
  5945.4998779296875   1.0881409482870082E-8  
  5955.4998779296875   2.1068501886475246E-8  
  5965.4998779296875   1.2182746771300379E-8  
  5975.4998779296875   2.978463676493807E-9   
  5985.4998779296875   8.591595987524507E-9   
  5995.4998779296875   1.1895458347299943E-8  
  6005.4998779296875   2.2934556330832783E-8  
  6015.4998779296875   1.495456157731603E-8   
  6025.4998779296875   1.931986039244044E-8   
  6035.4998779296875   1.7774251316072546E-8  
  6045.4998779296875   1.2344222584045075E-8  
  6055.4998779296875   1.372508320260001E-8   
  6065.4998779296875   4.221302388153439E-9   
  6075.4998779296875   1.8614442594875397E-8  
  6085.4998779296875   2.2158995256759233E-8  
  6095.4998779296875   2.9582230893412223E-8  
  6105.4998779296875   1.8422371541985907E-8  
  6115.4998779296875   3.237626423900371E-8   
  6125.4998779296875   1.8864554142853093E-8  
  6135.4998779296875   3.50975096950743E-8    
  6145.4998779296875   2.2041091152779403E-8  
  6155.4998779296875   1.583247247200909E-8   
  6165.4998779296875   1.4410022272914358E-8  
  6175.4998779296875   1.7071452243540716E-8  
  6185.4998779296875   1.3540221169954602E-8  
  6195.4998779296875   3.708030282889765E-8   
  6205.4998779296875   2.4547265007837202E-8  
  6215.4998779296875   3.402861562108473E-8   
  6225.4998779296875   1.9061569822411877E-8  
  6235.4998779296875   1.7497430989881122E-8  
  6245.4998779296875   3.3744799116044884E-8  
  6255.4998779296875   3.922302108612745E-8   
  6265.4998779296875   2.256858880751429E-8   
  6275.4998779296875   1.564836868776909E-8   
  6285.4998779296875   3.055150878152548E-8   
  6295.4998779296875   5.888770124940981E-8   
  6305.4998779296875   5.475723839100331E-8   
  6315.4998779296875   4.0447877776985966E-8  
  6325.4998779296875   6.765707137550675E-8   
  6335.4998779296875   6.454004051479474E-8   
  6345.4998779296875   3.312697267050475E-8   
  6355.4998779296875   6.476792247190984E-8   
  6365.4998779296875   5.839055803275915E-8   
  6375.4998779296875   8.342577309546544E-8   
  6385.4998779296875   2.8934896542582523E-8  
  6395.4998779296875   4.857464783729492E-8   
  6405.4998779296875   7.654982376412107E-8   
  6415.4998779296875   4.8262228655445846E-8  
  6425.4998779296875   5.511146795019428E-8   
  6435.4998779296875   4.4013817632618466E-8  
  6445.4998779296875   4.13326730600025E-8    
  6455.4998779296875   6.344978206288148E-8   
  6465.4998779296875   6.615904328837456E-8   
  6475.4998779296875   7.291714741159617E-8   
  6485.499877929688    6.866720799979269E-8   
  6495.499877929688    9.427025962499591E-8   
  6505.499877929688    6.52134828035791E-8    
  6515.499877929688    8.195186146832051E-8   
  6525.499877929688    7.689096783448252E-8   
  6535.499877929688    6.217773088434336E-8   
  6545.499877929688    9.163658746207384E-8   
  6555.499877929688    8.65022231210296E-8    
  6565.499877929688    1.0444648696138492E-7  
  6575.499877929688    9.383987857713966E-8   
  6585.499877929688    8.891251590873653E-8   
  6595.499877929687    8.568170636150369E-8   
  6605.499877929687    9.624341744492221E-8   
  6615.499877929687    8.945807800100672E-8   
  6625.499877929687    1.051724828237259E-7   
  6635.499877929687    1.1682210316448039E-7  
